titulo_puesto,empresa,carrera_requerida,provincia,experiencia_requerida,salario_minimo,salario_maximo,fecha_publicacion,sector
Ingeniero Eléctrico,Holcim Ecuador,Ingeniería Civil,Guayas,Sin experiencia,955,1238,2025-11-24,Privado
Supervisor de Obra,La Fabril,Ingeniería Industrial,Guayas,1 año,985,1236,2025-11-23,Privado
Nutricionista,Schlumberger,Enfermería,Tungurahua,1 año,761,924,2025-11-14,Privado
Ingeniero Civil,Almacenes Juan Eljuri,Ingeniería Eléctrica,Pichincha,2 años,1307,1653,2025-09-12,Privado
Ingeniero de Proyectos,Schlumberger,Ingeniería Civil,El Oro,4 años,1597,1880,2025-11-26,Privado
Administrador de Sistemas,Diners Club,Ingeniería en Sistemas,Manabí,1 año,1175,1364,2025-10-13,Privado
Ingeniero Industrial,Tecnipak,Ingeniería Industrial,Azuay,1 año,1022,1135,2025-11-12,Privado
Coordinador Administrativo,ARCA Continental,Administración de Empresas,Pichincha,3 años,1316,1477,2025-11-20,Privado
Ingeniero Industrial,Schlumberger,Ingeniería Eléctrica,Manabí,2 años,1273,1406,2025-11-04,Privado
Ejecutivo de Ventas,La Fabril,Comunicación Social,Pichincha,1 año,712,881,2025-09-27,Privado
Enfermero/a,Unilever Andina,Medicina,El Oro,2 años,1781,2088,2025-11-13,Privado
Médico Especialista,CNT,Enfermería,Manabí,Sin experiencia,565,626,2025-09-28,Público
Analista de Recursos Humanos,Corporación El Rosado,Contabilidad y Auditoría,Guayas,1 año,859,975,2025-09-13,Privado
Psicólogo Clínico,Produbanco,Enfermería,El Oro,2 años,885,1052,2025-11-26,Privado
Gerente de Operaciones,Consorcio Nobis,Administración de Empresas,Guayas,2 años,972,1217,2025-09-08,Privado
Jefe de Mantenimiento,Moderna Alimentos,Ingeniería Industrial,Tungurahua,4 años,1698,2074,2025-11-09,Privado
Ingeniero Eléctrico,Industrias Ales,Ingeniería Civil,Manabí,1 año,1080,1205,2025-11-22,Privado
Administrador de Sistemas,Movistar Ecuador,Ingeniería en Sistemas,Tungurahua,2 años,1477,1866,2025-10-03,Privado
Ingeniero de Software,Corporación El Rosado,Ingeniería en Sistemas,Pichincha,2 años,1484,1643,2025-09-11,Privado
Analista de E-commerce,Produbanco,Comunicación Social,Azuay,Sin experiencia,650,721,2025-10-30,Privado
Contador,Diners Club,Administración de Empresas,Tungurahua,3 años,1300,1611,2025-11-19,Privado
Ingeniero Industrial,La Fabril,Ingeniería Eléctrica,El Oro,1 año,1117,1436,2025-09-18,Privado
Especialista en SEO,Corporación GPF,Marketing,Manabí,5+ años,1808,2263,2025-11-16,Privado
Psicólogo Clínico,Industrias Ales,Medicina,Guayas,Sin experiencia,1109,1410,2025-10-19,Privado
Ingeniero de Calidad,Almacenes Juan Eljuri,Ingeniería Eléctrica,Guayas,2 años,1371,1675,2025-09-20,Privado
Coordinador de Publicidad,OCP Ecuador,Comunicación Social,Manabí,Sin experiencia,626,764,2025-12-06,Privado
Content Manager,Universidad San Francisco,Marketing,Azuay,5+ años,1708,2218,2025-10-22,Privado
Analista de Recursos Humanos,Moderna Alimentos,Administración de Empresas,Tungurahua,2 años,1129,1354,2025-09-30,Privado
Ejecutivo de Ventas,Diners Club,Comunicación Social,Guayas,2 años,810,894,2025-11-26,Privado
Fisioterapeuta,Halliburton,Medicina,Manabí,Sin experiencia,1090,1275,2025-11-27,Privado
Ingeniero Civil,Ministerio de Salud,Ingeniería Civil,El Oro,3 años,1472,1851,2025-10-16,Público
Coordinador de Publicidad,Universidad San Francisco,Marketing,Pichincha,1 año,784,914,2025-10-27,Privado
Analista de E-commerce,Corporación Favorita,Comunicación Social,Guayas,4 años,1126,1426,2025-12-02,Privado
Jefe de Mantenimiento,Pronaca,Ingeniería Industrial,El Oro,1 año,927,1048,2025-11-04,Privado
Supervisor de Obra,La Fabril,Ingeniería Eléctrica,Manabí,1 año,1194,1326,2025-11-12,Privado
Analista de E-commerce,Universidad San Francisco,Marketing,Tungurahua,Sin experiencia,684,780,2025-12-03,Privado
Jefe de Recursos Humanos,Holcim Ecuador,Contabilidad y Auditoría,Guayas,2 años,917,1014,2025-10-25,Privado
Ingeniero Industrial,Repsol Ecuador,Ingeniería Eléctrica,Guayas,2 años,1345,1712,2025-10-16,Privado
Asistente Administrativo,Movistar Ecuador,Contabilidad y Auditoría,Manabí,Sin experiencia,587,748,2025-10-24,Privado
Ingeniero Ambiental,IESS,Ingeniería Industrial,Tungurahua,3 años,1344,1508,2025-09-11,Público
Ingeniero Mecánico,ARCA Continental,Ingeniería Civil,Tungurahua,2 años,1194,1428,2025-11-10,Privado
Auditor,Hospital Metropolitano,Administración de Empresas,Manabí,2 años,1130,1361,2025-10-18,Privado
Gerente de Operaciones,Almacenes Juan Eljuri,Administración de Empresas,El Oro,2 años,1186,1353,2025-09-11,Privado
Ingeniero de Calidad,Almacenes Juan Eljuri,Ingeniería Industrial,Pichincha,2 años,1080,1389,2025-12-03,Privado
Analista de Marketing Digital,Hospital Metropolitano,Comunicación Social,Manabí,2 años,970,1087,2025-11-30,Privado
Community Manager,Produbanco,Marketing,El Oro,1 año,916,1066,2025-10-01,Privado
Gerente de Marketing,Universidad San Francisco,Marketing,Manabí,1 año,879,1014,2025-09-27,Privado
Analista de Marketing Digital,Banco Pichincha,Marketing,Tungurahua,4 años,1376,1541,2025-11-15,Privado
Gerente General,Universidad San Francisco,Contabilidad y Auditoría,Azuay,4 años,1188,1474,2025-10-13,Privado
Ejecutivo de Ventas,CNT,Comunicación Social,Pichincha,1 año,721,921,2025-11-15,Público
Ingeniero Civil,Consorcio Nobis,Ingeniería Industrial,Pichincha,1 año,994,1227,2025-09-20,Privado
Médico General,OCP Ecuador,Enfermería,Manabí,2 años,821,1018,2025-11-21,Privado
Técnico Industrial,Fybeca,Ingeniería Industrial,Azuay,2 años,1159,1320,2025-12-01,Privado
Ingeniero Mecánico,La Fabril,Ingeniería Eléctrica,Tungurahua,Sin experiencia,815,1028,2025-12-05,Privado
Ingeniero Mecánico,La Fabril,Ingeniería Industrial,Azuay,1 año,1036,1286,2025-11-05,Privado
Ingeniero Eléctrico,Ministerio de Educación,Ingeniería Industrial,Guayas,3 años,1501,1836,2025-10-23,Público
Odontólogo/a,Hospital Metropolitano,Enfermería,Azuay,3 años,970,1072,2025-11-06,Privado
Nutricionista,Industrias Ales,Medicina,Manabí,Sin experiencia,1282,1482,2025-10-21,Privado
Analista de E-commerce,Consorcio Nobis,Comunicación Social,Tungurahua,1 año,690,871,2025-09-20,Privado
Gerente General,Holcim Ecuador,Contabilidad y Auditoría,Azuay,1 año,805,950,2025-10-29,Privado
Técnico Industrial,SRI,Ingeniería Civil,Tungurahua,3 años,1434,1715,2025-09-15,Público
Auditor,Tecnipak,Contabilidad y Auditoría,Manabí,Sin experiencia,648,757,2025-12-04,Privado
Ingeniero Industrial,Holcim Ecuador,Ingeniería Civil,El Oro,Sin experiencia,955,1160,2025-11-08,Privado
Farmacéutico/a,La Fabril,Medicina,Azuay,3 años,2123,2684,2025-09-29,Privado
Content Manager,Holcim Ecuador,Marketing,Tungurahua,1 año,783,988,2025-10-25,Privado
Coordinador Administrativo,Cervecería Nacional,Contabilidad y Auditoría,Pichincha,3 años,1056,1190,2025-11-20,Privado
Ingeniero de Software,Corporación El Rosado,Ingeniería en Sistemas,Manabí,1 año,1207,1421,2025-11-19,Privado
Ingeniero Eléctrico,IESS,Ingeniería Industrial,El Oro,Sin experiencia,860,997,2025-12-02,Público
Content Manager,Fybeca,Marketing,Pichincha,1 año,864,1056,2025-11-11,Privado
Odontólogo/a,Diners Club,Enfermería,Pichincha,3 años,954,1154,2025-09-13,Privado
Analista de Business Intelligence,Fybeca,Ingeniería en Sistemas,Pichincha,4 años,2058,2620,2025-10-07,Privado
Farmacéutico/a,Schlumberger,Enfermería,El Oro,3 años,944,1110,2025-10-25,Privado
Médico Especialista,IESS,Enfermería,El Oro,1 año,654,737,2025-11-17,Público
Nutricionista,Halliburton,Enfermería,Guayas,3 años,938,1195,2025-09-23,Privado
Asistente Administrativo,Holcim Ecuador,Administración de Empresas,El Oro,1 año,812,1010,2025-11-08,Privado
Odontólogo/a,OCP Ecuador,Enfermería,Guayas,1 año,719,850,2025-11-04,Privado
Content Manager,EP Petroecuador,Comunicación Social,Manabí,4 años,1202,1454,2025-11-03,Privado
Nutricionista,Ministerio de Educación,Enfermería,Guayas,Sin experiencia,551,606,2025-11-09,Público
Ingeniero de Proyectos,Movistar Ecuador,Ingeniería Civil,Manabí,Sin experiencia,955,1160,2025-09-11,Privado
Scrum Master,Industrias Ales,Ingeniería en Sistemas,El Oro,1 año,1168,1420,2025-12-04,Privado
Odontólogo/a,Almacenes Juan Eljuri,Medicina,Azuay,Sin experiencia,1191,1328,2025-11-24,Privado
Fisioterapeuta,Industrias Ales,Medicina,El Oro,1 año,1572,2031,2025-09-16,Privado
Técnico Industrial,Produbanco,Ingeniería Eléctrica,Tungurahua,2 años,1201,1403,2025-09-08,Privado
Jefe de Mantenimiento,Grupo Wright,Ingeniería Industrial,Manabí,2 años,1217,1419,2025-10-22,Privado
Gerente de Marketing,CNT,Marketing,Pichincha,4 años,1413,1723,2025-10-15,Público
Gerente de Marketing,Cervecería Nacional,Comunicación Social,El Oro,3 años,1044,1183,2025-09-13,Privado
Analista de E-commerce,Corporación Favorita,Marketing,Azuay,1 año,847,953,2025-09-16,Privado
Gerente de Marketing,Consorcio Nobis,Marketing,Tungurahua,1 año,812,1032,2025-09-08,Privado
Farmacéutico/a,EP Petroecuador,Medicina,Tungurahua,1 año,1571,1935,2025-10-24,Privado
Analista Financiero,SRI,Administración de Empresas,Manabí,2 años,1011,1218,2025-09-11,Público
Gerente de Operaciones,Corporación El Rosado,Contabilidad y Auditoría,Tungurahua,1 año,869,982,2025-11-09,Privado
Tecnólogo Médico,SRI,Enfermería,El Oro,2 años,829,1017,2025-10-03,Público
Especialista en SEO,Cervecería Nacional,Comunicación Social,El Oro,2 años,857,1083,2025-09-13,Privado
Coordinador Administrativo,Schlumberger,Administración de Empresas,Manabí,2 años,1037,1295,2025-11-14,Privado
Ingeniero de Calidad,Repsol Ecuador,Ingeniería Civil,Manabí,2 años,1257,1516,2025-11-01,Privado
Especialista en Ciberseguridad,ARCA Continental,Ingeniería en Sistemas,Manabí,1 año,1242,1605,2025-12-03,Privado
Analista de Datos,Fybeca,Ingeniería en Sistemas,Manabí,4 años,1962,2414,2025-10-11,Privado
Analista Financiero,Movistar Ecuador,Contabilidad y Auditoría,Pichincha,3 años,1065,1295,2025-11-05,Privado
Técnico Industrial,Ministerio de Salud,Ingeniería Civil,Tungurahua,Sin experiencia,851,1053,2025-09-30,Público
Gerente General,Banco Pichincha,Contabilidad y Auditoría,El Oro,4 años,1154,1285,2025-10-29,Privado
Médico Especialista,Nestlé Ecuador,Medicina,El Oro,2 años,1780,2036,2025-10-13,Privado
Ejecutivo de Ventas,Pronaca,Marketing,Pichincha,4 años,1392,1547,2025-11-22,Privado
Técnico Industrial,Unilever Andina,Ingeniería Civil,El Oro,3 años,1681,1878,2025-11-23,Privado
Asistente Contable,EP Petroecuador,Administración de Empresas,Pichincha,2 años,1122,1291,2025-11-05,Privado
Auxiliar de Enfermería,Movistar Ecuador,Medicina,Manabí,Sin experiencia,1246,1536,2025-10-18,Privado
Diseñador Gráfico,Holcim Ecuador,Marketing,Azuay,1 año,897,1055,2025-10-19,Privado
Especialista en Ciberseguridad,Claro Ecuador,Ingeniería en Sistemas,Guayas,2 años,1422,1704,2025-10-02,Privado
Content Manager,EP Petroecuador,Comunicación Social,El Oro,2 años,898,1013,2025-11-01,Privado
Técnico Industrial,Nestlé Ecuador,Ingeniería Civil,Manabí,1 año,1147,1285,2025-09-16,Privado
Farmacéutico/a,Claro Ecuador,Medicina,Manabí,Sin experiencia,1084,1300,2025-11-29,Privado
Desarrollador Full Stack,Repsol Ecuador,Ingeniería en Sistemas,Azuay,3 años,1562,1821,2025-10-27,Privado
Community Manager,Grupo Wright,Comunicación Social,El Oro,5+ años,1631,1954,2025-11-01,Privado
Enfermero/a,Ministerio de Educación,Enfermería,Pichincha,2 años,820,1015,2025-11-07,Público
Farmacéutico/a,Fybeca,Medicina,Azuay,1 año,1554,1833,2025-11-26,Privado
Nutricionista,Hospital Metropolitano,Medicina,Pichincha,1 año,1602,2005,2025-10-14,Privado
Ingeniero Industrial,Pronaca,Ingeniería Civil,Manabí,Sin experiencia,908,1053,2025-10-26,Privado
Nutricionista,Moderna Alimentos,Medicina,Pichincha,4 años,2584,3068,2025-10-01,Privado
Asistente Administrativo,Ministerio de Salud,Administración de Empresas,Pichincha,Sin experiencia,751,915,2025-11-08,Público
Enfermero/a,Produbanco,Enfermería,Manabí,2 años,845,1070,2025-11-03,Privado
Desarrollador Full Stack,Hospital Metropolitano,Ingeniería en Sistemas,Pichincha,1 año,1161,1444,2025-10-28,Privado
Fisioterapeuta,Almacenes Juan Eljuri,Medicina,Manabí,2 años,1958,2494,2025-11-14,Privado
Analista de Recursos Humanos,Ministerio de Educación,Administración de Empresas,Pichincha,3 años,1143,1289,2025-11-29,Público
DevOps Engineer,Pronaca,Ingeniería en Sistemas,Guayas,3 años,1747,1967,2025-09-29,Privado
Especialista en Ciberseguridad,Nestlé Ecuador,Ingeniería en Sistemas,Manabí,1 año,1226,1553,2025-09-15,Privado
Enfermero/a,Moderna Alimentos,Medicina,Tungurahua,Sin experiencia,1271,1454,2025-10-02,Privado
Nutricionista,Schlumberger,Enfermería,Azuay,Sin experiencia,517,639,2025-11-15,Privado
Jefe de Recursos Humanos,IESS,Administración de Empresas,Pichincha,4 años,1466,1710,2025-09-22,Público
Diseñador Gráfico,Halliburton,Marketing,Guayas,4 años,1413,1710,2025-11-02,Privado
Técnico Industrial,Pronaca,Ingeniería Civil,Guayas,2 años,1214,1541,2025-11-24,Privado
Odontólogo/a,Corporación Favorita,Enfermería,Manabí,2 años,769,847,2025-09-18,Privado
Gerente de Marketing,Halliburton,Comunicación Social,El Oro,3 años,1114,1397,2025-12-04,Privado
Auditor,Corporación El Rosado,Administración de Empresas,El Oro,1 año,858,1021,2025-10-07,Privado
Analista de Recursos Humanos,Pronaca,Administración de Empresas,Tungurahua,4 años,1347,1616,2025-09-18,Privado
Especialista en SEO,Halliburton,Marketing,Pichincha,2 años,1031,1173,2025-11-13,Privado
Farmacéutico/a,Corporación GPF,Medicina,Tungurahua,1 año,1502,1791,2025-11-26,Privado
Ingeniero Ambiental,Cervecería Nacional,Ingeniería Civil,Guayas,2 años,1217,1375,2025-11-06,Privado
Ingeniero Industrial,CNT,Ingeniería Industrial,El Oro,Sin experiencia,867,963,2025-10-23,Público
Ejecutivo de Ventas,Tecnipak,Marketing,Azuay,1 año,821,1035,2025-11-04,Privado
Analista de Datos,Cervecería Nacional,Ingeniería en Sistemas,Tungurahua,3 años,1571,1974,2025-11-08,Privado
Ingeniero Mecánico,Holcim Ecuador,Ingeniería Eléctrica,Guayas,Sin experiencia,918,1118,2025-10-18,Privado
Fisioterapeuta,Universidad San Francisco,Enfermería,Guayas,2 años,886,1032,2025-09-19,Privado
Ingeniero de Calidad,Ministerio de Salud,Ingeniería Civil,Manabí,1 año,1186,1322,2025-11-20,Público
Ingeniero Civil,Tecnipak,Ingeniería Industrial,Guayas,1 año,943,1152,2025-09-29,Privado
Nutricionista,Consorcio Nobis,Enfermería,Manabí,1 año,730,895,2025-10-11,Privado
Supervisor de Obra,Consorcio Nobis,Ingeniería Civil,Pichincha,1 año,1142,1269,2025-09-24,Privado
Auxiliar de Enfermería,La Fabril,Medicina,Manabí,3 años,1961,2291,2025-10-14,Privado
Diseñador Gráfico,CNT,Comunicación Social,Tungurahua,1 año,820,1042,2025-09-18,Público
Médico Especialista,Moderna Alimentos,Enfermería,Guayas,2 años,855,1083,2025-10-12,Privado
Arquitecto de Software,SRI,Ingeniería en Sistemas,Guayas,2 años,1390,1690,2025-11-21,Público
Analista de Recursos Humanos,Banco Pichincha,Administración de Empresas,Manabí,3 años,1381,1530,2025-11-06,Privado
Ingeniero Civil,Tecnipak,Ingeniería Eléctrica,Tungurahua,4 años,1722,2173,2025-12-05,Privado
Auxiliar de Enfermería,Moderna Alimentos,Medicina,Guayas,3 años,1924,2406,2025-12-04,Privado
Fisioterapeuta,Consorcio Nobis,Enfermería,Azuay,1 año,671,825,2025-09-18,Privado
DevOps Engineer,Produbanco,Ingeniería en Sistemas,Guayas,Sin experiencia,999,1270,2025-11-20,Privado
DevOps Engineer,La Fabril,Ingeniería en Sistemas,Guayas,1 año,1289,1522,2025-10-24,Privado
Ingeniero Civil,Holcim Ecuador,Ingeniería Industrial,Manabí,2 años,1294,1509,2025-09-11,Privado
Content Manager,Movistar Ecuador,Marketing,El Oro,Sin experiencia,740,894,2025-10-03,Privado
Farmacéutico/a,Hospital Metropolitano,Medicina,El Oro,2 años,1955,2351,2025-12-02,Privado
Asistente Administrativo,Unilever Andina,Contabilidad y Auditoría,Manabí,2 años,934,1143,2025-10-23,Privado
Contador,Holcim Ecuador,Contabilidad y Auditoría,Tungurahua,1 año,833,950,2025-10-19,Privado
Ingeniero de Proyectos,Unilever Andina,Ingeniería Civil,El Oro,3 años,1533,1974,2025-11-20,Privado
Ingeniero Eléctrico,Universidad San Francisco,Ingeniería Civil,Azuay,Sin experiencia,950,1140,2025-10-31,Privado
Community Manager,Holcim Ecuador,Marketing,Azuay,Sin experiencia,658,787,2025-11-13,Privado
Auxiliar de Enfermería,Diners Club,Medicina,Manabí,3 años,2150,2708,2025-12-04,Privado
Fisioterapeuta,La Fabril,Medicina,Pichincha,2 años,1648,2108,2025-10-13,Privado
Enfermero/a,CNT,Medicina,Azuay,3 años,1937,2188,2025-09-26,Público
Ingeniero de Proyectos,Corporación Favorita,Ingeniería Civil,Azuay,2 años,1297,1603,2025-09-23,Privado
Supervisor de Obra,Halliburton,Ingeniería Industrial,Manabí,1 año,1047,1156,2025-10-01,Privado
Médico General,Ministerio de Educación,Medicina,Tungurahua,3 años,2160,2553,2025-10-20,Público
Coordinador Administrativo,Almacenes Juan Eljuri,Contabilidad y Auditoría,Tungurahua,3 años,1107,1285,2025-09-23,Privado
Diseñador Gráfico,Claro Ecuador,Marketing,Guayas,3 años,1186,1534,2025-09-13,Privado
Jefe de Recursos Humanos,Diners Club,Administración de Empresas,Manabí,1 año,982,1201,2025-09-27,Privado
Ingeniero Ambiental,EP Petroecuador,Ingeniería Eléctrica,Guayas,2 años,1409,1745,2025-12-01,Privado
Contador,SRI,Administración de Empresas,Pichincha,1 año,817,950,2025-09-23,Público
Ingeniero Ambiental,Corporación GPF,Ingeniería Industrial,Guayas,Sin experiencia,752,933,2025-12-01,Privado
Jefe de Recursos Humanos,Corporación El Rosado,Contabilidad y Auditoría,Azuay,4 años,1266,1639,2025-11-14,Privado
Analista de Marketing Digital,Corporación Favorita,Marketing,Manabí,Sin experiencia,738,925,2025-11-04,Privado
Contador,Banco Pichincha,Contabilidad y Auditoría,El Oro,5+ años,1614,1939,2025-11-28,Privado
Brand Manager,Diners Club,Marketing,Tungurahua,2 años,1054,1327,2025-11-02,Privado
Gerente de Operaciones,Industrias Ales,Contabilidad y Auditoría,Pichincha,1 año,742,897,2025-10-16,Privado
Arquitecto de Software,Ministerio de Educación,Ingeniería en Sistemas,Manabí,2 años,1398,1629,2025-11-23,Público
Técnico Industrial,Almacenes Juan Eljuri,Ingeniería Civil,Guayas,4 años,1859,2330,2025-10-02,Privado
Analista de Datos,ARCA Continental,Ingeniería en Sistemas,El Oro,3 años,1737,1941,2025-11-11,Privado
Fisioterapeuta,Moderna Alimentos,Enfermería,Azuay,3 años,1000,1202,2025-09-14,Privado
Asistente Contable,Corporación El Rosado,Contabilidad y Auditoría,El Oro,3 años,1199,1407,2025-10-24,Privado
Especialista en Ciberseguridad,Fybeca,Ingeniería en Sistemas,Azuay,3 años,1615,1920,2025-11-17,Privado
Fisioterapeuta,ARCA Continental,Medicina,El Oro,3 años,2306,2907,2025-10-13,Privado
Asistente Contable,Halliburton,Administración de Empresas,Guayas,1 año,960,1170,2025-09-25,Privado
Ingeniero Ambiental,Industrias Ales,Ingeniería Civil,Tungurahua,2 años,1448,1611,2025-11-21,Privado
Enfermero/a,Banco Pichincha,Enfermería,Manabí,1 año,719,830,2025-09-29,Privado
Jefe de Mantenimiento,Consorcio Nobis,Ingeniería Eléctrica,Guayas,5+ años,2061,2424,2025-11-16,Privado
Ingeniero Civil,Produbanco,Ingeniería Industrial,Tungurahua,4 años,1537,1862,2025-11-05,Privado
Ingeniero Civil,Banco Pichincha,Ingeniería Civil,Guayas,Sin experiencia,838,1082,2025-11-27,Privado
